learning_rate,avg_precision,avg_recall,correct_predictions
0.01,0.9496807589345416,0.9496807589345416,16806.0
0.05,0.9737792563984516,0.9737792563984516,16806.0
0.1,0.9768138727476746,0.9768138727476746,16806.0
0.2,0.9781031220026564,0.9781031220026564,16806.0
0.5,0.9771709270456449,0.9771709270456449,16806.0
