epoch,avg_precision,avg_recall,correct_predictions
5,0.9617399536724766,0.9617399536724766,16806.0
10,0.9739775640385656,0.9739775640385656,16806.0
25,0.9779642850584791,0.9779642850584791,16806.0
50,0.9780634902135219,0.9780634902135219,16806.0
100,0.9782419695678651,0.9782419695678651,16806.0
