minCount,avg_precision,avg_recall,correct_predictions
1,0.9776072520025719,0.9776072520025719,16806.0
2,0.9777461349712192,0.9777461349712192,16806.0
5,0.9777262889837292,0.9777262889837292,16806.0
10,0.9774882681265723,0.9774882681265723,16806.0
20,0.9772899321637075,0.9772899321637075,16806.0
