bucket,avg_precision,avg_recall,correct_predictions
100000,0.9775874626605835,0.9775874626605835,16806.0
200000,0.9775676095924059,0.9775676095924059,16806.0
300000,0.9778056269092189,0.9778056269092189,16806.0
500000,0.9779444496920208,0.9779444496920208,16806.0
1000000,0.9775081247350937,0.9775081247350937,16806.0
